RECENT EARTHQUAKES IN TURKEY
KOERI REGIONAL EARTHQUAKE-TSUNAMI MONITORING CENTER
(QUICK EPICENTER DETERMINATIONS)
                                                        Magnitude
Date       Time      Latit(N)  Long(E)   Depth(km)     MD   ML   Mw    Region
2022.04.08 16:39:26  38.4255   36.4565        0.0      -.-  1.4  -.-   AYRANLIK-SARIZ (KAYSERI)                          Quick
2022.04.08 16:20:12  36.9748   27.6500        7.6      -.-  1.9  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 16:17:22  38.0417   38.1330        3.1      -.-  3.2  3.3   PINARBASI-CELIKHAN (ADIYAMAN)                     Quick
2022.04.08 16:11:58  37.0220   28.3918       14.7      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.08 15:46:43  36.9673   27.6548       10.5      -.-  1.9  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 14:47:40  36.9283   27.5430       25.6      -.-  1.4  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 14:44:32  41.1238   28.9687        0.0      -.-  1.0  -.-   KAGITHANE (ISTANBUL)                              Quick
2022.04.08 14:27:55  37.0253   28.4113       17.2      -.-  1.2  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.08 13:59:40  37.3575   35.0290       10.0      -.-  2.9  -.-   GILDIRLI-KARAISALI (ADANA)                        Quick
2022.04.08 13:39:16  37.5405   35.3070       11.2      -.-  1.0  -.-   EBRISIM-ALADAG (ADANA)                            Quick
2022.04.08 13:34:53  37.0085   28.3532       18.6      -.-  1.3  -.-   GOKCE-ULA (MUGLA)                                 Quick
2022.04.08 13:33:46  35.7228   29.8158        5.8      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.08 12:55:32  37.0300   28.4510       11.9      -.-  1.7  -.-   KIZILYAKA-ULA (MUGLA)                             Quick
2022.04.08 12:30:55  37.0357   28.4010        8.3      -.-  2.1  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.04.08 11:11:42  40.7973   26.6258       13.9      -.-  1.0  -.-   IZZETIYE-KESAN (EDIRNE)                           Quick
2022.04.08 10:47:01  39.7515   35.1398        5.0      -.-  1.7  -.-   MEHMETBEYLI-SORGUN (YOZGAT)                       Quick
2022.04.08 10:12:20  36.1103   33.5380        0.0      -.-  2.0  -.-   YANISLI-GULNAR (MERSIN)                           Quick
2022.04.08 09:44:36  39.5500   27.5500       11.2      -.-  1.9  -.-   KUCUKYENICE-IVRINDI (BALIKESIR)                   Quick
2022.04.08 09:43:43  38.1670   23.6497       29.6      -.-  3.3  -.-   YUNANISTAN                                        Quick
2022.04.08 08:41:07  38.4332   44.3290        5.0      -.-  4.0  4.1   TURKIYE-IRAN SINIR BOLGESI                        REVISE01   (2022.04.08 08:41:08)
2022.04.08 08:14:25  37.1682   37.2153        0.0      -.-  1.4  -.-   YESILCE-SEHITKAMIL (GAZIANTEP)                    Quick
2022.04.08 07:55:29  37.8753   26.8687       17.3      -.-  1.9  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.08 06:36:45  36.9945   28.4062        5.0      -.-  1.6  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.08 06:19:07  37.0025   28.3547        2.1      -.-  1.6  -.-   GOKCE-ULA (MUGLA)                                 Quick
2022.04.08 05:32:06  39.9000   39.9797        5.4      -.-  2.6  -.-   CENNETPINAR-CAYIRLI (ERZINCAN)                    Quick
2022.04.08 03:28:10  39.5463   28.7447        3.9      -.-  1.2  -.-   HONDULAR-DURSUNBEY (BALIKESIR)                    Quick
2022.04.08 03:18:46  36.9782   27.6382        7.3      -.-  1.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 03:17:12  36.9738   27.6557        8.3      -.-  1.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 02:47:12  35.1037   25.2013        2.8      -.-  3.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.08 02:26:48  38.6487   42.6510        7.4      -.-  2.2  -.-   ADABAG-TATVAN (BITLIS)                            Quick
2022.04.08 02:16:42  36.9310   27.6495        3.9      -.-  1.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 02:14:17  36.8993   27.6238        4.1      -.-  1.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.08 01:51:00  35.0442   26.8240        5.0      -.-  2.1  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.08 01:46:15  35.2053   26.6893        5.0      -.-  2.3  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.08 01:32:01  36.9922   23.2340        6.3      -.-  3.7  -.-   YUNANISTAN                                        Quick
2022.04.08 01:20:12  35.1437   26.7067        1.5      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.08 01:14:49  36.1840   28.2362        5.0      -.-  1.5  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.08 01:02:59  37.0702   28.4137        5.0      -.-  1.2  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.08 00:53:38  37.0222   28.3770        6.8      -.-  1.8  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.07 23:30:55  37.7943   27.3502        2.8      -.-  1.4  -.-   YAYLAKOY-KUSADASI (AYDIN)                         Quick
2022.04.07 22:42:57  36.4343   29.2365        5.0      -.-  2.7  -.-   IZZETTINKOY-FETHIYE (MUGLA)                       Quick
2022.04.07 22:09:27  37.1030   36.0303        7.5      -.-  3.8  3.8   TATARLI-CEYHAN (ADANA)                            Quick
2022.04.07 21:53:48  35.1338   26.7510        5.0      -.-  3.6  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.07 21:48:23  37.0758   28.3877        3.8      -.-  1.5  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.04.07 21:36:44  37.7992   27.3265        4.0      -.-  1.1  -.-   YAYLAKOY-KUSADASI (AYDIN)                         Quick
2022.04.07 20:27:32  36.4872   29.2825        5.0      -.-  1.5  -.-   ARIFLER-FETHIYE (MUGLA)                           Quick
2022.04.07 19:42:30  37.0835   28.4187        7.1      -.-  1.6  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.07 19:39:01  37.0837   28.4032       16.3      -.-  1.1  -.-   ULA (MUGLA)                                       Quick
2022.04.07 19:22:16  35.8093   28.2378        7.9      -.-  1.7  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.07 18:56:59  37.0527   28.3880        2.3      -.-  1.1  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.04.07 18:53:23  37.3632   35.0157        4.6      -.-  1.1  -.-   GILDIRLI-KARAISALI (ADANA)                        Quick
2022.04.07 18:32:27  37.0225   28.4262        4.2      -.-  1.3  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.07 18:28:57  36.9413   27.7063        5.4      -.-  1.9  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.07 18:01:42  35.0977   25.1955        8.5      -.-  3.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.07 16:49:54  37.0983   28.4525        7.4      -.-  1.6  -.-   ULA (MUGLA)                                       Quick
2022.04.07 15:13:10  40.7718   31.5677        8.0      -.-  2.0  -.-   PIRAHMETLER-(BOLU)                                Quick
2022.04.07 14:36:00  35.7083   25.6925        9.4      -.-  2.6  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.07 14:23:29  37.5320   29.5263        9.9      -.-  1.6  -.-   PINARBASI-ACIPAYAM (DENIZLI)                      Quick
2022.04.07 14:22:59  38.3057   38.8977       17.0      -.-  1.8  -.-   CIGIRLI-PUTURGE (MALATYA)                         Quick
2022.04.07 13:27:57  40.0687   28.6717        4.3      -.-  3.0  3.0   SINCANSARNIC-MUSTAFAKEMALPASA (BURSA)             Quick
2022.04.07 12:55:53  35.9652   29.0797       16.5      -.-  2.1  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.07 12:36:56  40.0880   28.6827        5.0      -.-  3.2  3.0   DOGANALAN-MUSTAFAKEMALPASA (BURSA)                Quick
2022.04.07 12:27:45  40.0847   28.6533        5.0      -.-  3.3  3.1   DOGANALAN-MUSTAFAKEMALPASA (BURSA)                Quick
2022.04.07 12:15:46  39.5232   31.5007        0.0      -.-  1.5  -.-   MEMIK-SIVRIHISAR (ESKISEHIR)                      Quick
2022.04.07 12:01:17  39.3497   31.5642        0.0      -.-  1.9  -.-   BALLIHISAR-SIVRIHISAR (ESKISEHIR)                 Quick
2022.04.07 11:44:41  38.4315   22.9638        4.8      -.-  3.8  -.-   YUNANISTAN                                        Quick
2022.04.07 11:36:43  38.4095   23.1658        1.4      -.-  3.5  -.-   YUNANISTAN                                        Quick
2022.04.07 10:38:08  41.1017   43.8873        2.8      -.-  3.0  2.8   ERMENISTAN                                        Quick
2022.04.07 10:12:25  37.1897   39.8167        5.0      -.-  2.5  -.-   GUZLEK-VIRANSEHIR (SANLIURFA)                     Quick
2022.04.07 09:32:01  34.9742   33.8963       28.2      -.-  1.6  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.07 08:45:18  40.7818   30.8327        5.4      -.-  1.5  -.-   YESILVADI-HENDEK (SAKARYA)                        Quick
2022.04.07 08:34:19  38.4515   23.3188        8.7      -.-  2.8  -.-   YUNANISTAN                                        Quick
2022.04.07 08:29:00  37.0078   28.3402        3.8      -.-  1.7  -.-   GOKCE-ULA (MUGLA)                                 Quick
2022.04.07 08:22:30  40.8033   34.1792       12.3      -.-  1.9  -.-   YONCALI-BAYAT (CORUM)                             Quick
2022.04.07 07:38:57  38.3605   23.3713       14.1      -.-  3.7  4.0   YUNANISTAN                                        Quick
2022.04.07 07:37:33  35.3212   25.2580        4.0      -.-  2.1  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.07 07:00:43  37.8168   27.2950        5.0      -.-  2.4  -.-   SOGUCAK-KUSADASI (AYDIN)                          Quick
2022.04.07 06:31:52  38.7032   43.0670        5.0      -.-  2.3  -.-   VAN GOLU                                          Quick
2022.04.07 05:24:14  37.7763   27.0128        2.3      -.-  1.9  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.07 04:07:31  35.0262   23.3968       27.2      -.-  2.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.07 04:05:40  39.0838   28.5935        4.9      -.-  1.4  -.-   CANAKCI-DEMIRCI (MANISA)                          Quick
2022.04.07 04:00:37  37.8202   27.3153        6.9      -.-  2.2  -.-   SOGUCAK-KUSADASI (AYDIN)                          Quick
2022.04.07 03:55:07  36.4980   29.5540        9.5      -.-  1.8  -.-   YUVACIK-KAS (ANTALYA)                             Quick
2022.04.07 03:52:45  37.0680   28.3722        4.4      -.-  0.9  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.04.07 03:44:57  38.2893   27.4967       12.7      -.-  1.2  -.-   CINARDIBI-BAYINDIR (IZMIR)                        Quick
2022.04.07 03:30:48  37.5723   29.2275        4.2      -.-  1.1  -.-   SERINHISAR (DENIZLI)                              Quick
2022.04.07 03:10:40  35.7653   27.5178        7.6      -.-  1.9  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.07 02:50:23  39.2905   25.9013        6.6      -.-  1.6  -.-   MIDILLI ADASI (AEGEAN SEA)                        Quick
2022.04.07 02:26:09  39.3987   26.9440        9.0      -.-  1.3  -.-   YUNUSLAR-BURHANIYE (BALIKESIR)                    Quick
2022.04.07 02:13:22  39.5393   25.9580       10.9      -.-  1.5  -.-   GULPINAR ACIKLARI-CANAKKALE (AEGEAN SEA)          Quick
2022.04.07 02:07:21  35.0670   26.7493        5.0      -.-  2.6  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.07 02:06:10  37.0747   28.4137        8.0      -.-  1.9  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.07 02:03:45  40.7228   27.3958       15.9      -.-  1.2  -.-   GUZELKOY ACIKLARI-TEKIRDAG (MARMARA SEA)          Quick
2022.04.07 01:56:51  36.9928   28.3530       11.7      -.-  1.1  -.-   GOKCE-ULA (MUGLA)                                 Quick
2022.04.07 01:51:44  39.4560   26.1933       12.0      -.-  1.3  -.-   KOYUNEVI-AYVACIK (CANAKKALE)                      Quick
2022.04.07 01:48:29  37.0948   28.2857       12.9      -.-  0.6  -.-   KUYUCAK-(MUGLA)                                   Quick
2022.04.07 00:55:26  38.3552   23.4050       12.6      -.-  3.0  -.-   YUNANISTAN                                        Quick
2022.04.07 00:40:04  37.0073   28.4213        5.0      -.-  1.5  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.07 00:37:57  36.2560   31.0465       16.0      -.-  2.4  -.-   ANTALYA KORFEZI (MEDITERRANEAN SEA)               Quick
2022.04.07 00:36:17  40.8857   28.7155        3.0      -.-  1.8  -.-   AVCILAR ACIKLARI-ISTANBUL (MARMARA SEA)           Quick
2022.04.07 00:21:44  40.3948   26.0348       10.8      -.-  1.2  -.-   SAROS KORFEZI (AEGEAN SEA)                        Quick
2022.04.06 23:54:44  37.8172   27.1840        7.8      -.-  1.8  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 23:17:31  34.2540   25.1398       11.5      -.-  2.6  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.06 22:31:50  35.2285   26.7280        5.0      -.-  1.8  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.06 22:24:53  37.1660   29.1862        5.0      -.-  1.6  -.-   CIFTLIK-ACIPAYAM (DENIZLI)                        Quick
2022.04.06 22:21:16  38.3703   28.4097       10.2      -.-  1.4  -.-   SOGUKYURT-ALASEHIR (MANISA)                       Quick
2022.04.06 21:28:03  39.4688   32.3327        4.5      -.-  2.7  -.-   KARAYAVSAN-POLATLI (ANKARA)                       Quick
2022.04.06 21:17:41  37.2457   37.1168        5.4      -.-  1.4  -.-   ESKISARKAYA-SEHITKAMIL (GAZIANTEP)                Quick
2022.04.06 21:15:49  37.7123   33.0500        9.1      -.-  2.1  -.-   ISMIL-KARATAY (KONYA)                             Quick
2022.04.06 21:07:46  40.6470   36.4023        5.3      -.-  1.0  -.-   TANOBA-ERBAA (TOKAT)                              Quick
2022.04.06 20:46:31  37.8605   26.5062       11.8      -.-  1.4  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.04.06 20:31:35  37.0115   28.3677        9.3      -.-  1.6  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 20:28:24  36.9703   27.6648        2.3      -.-  1.2  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 20:19:21  37.8008   27.2465       13.0      -.-  1.3  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 20:18:58  36.9790   27.6327        6.9      -.-  1.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 20:18:21  36.9758   27.6358       11.2      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 19:49:15  38.1958   30.9697        6.7      -.-  1.4  -.-   KOKE-GELENDOST (ISPARTA)                          Quick
2022.04.06 19:38:49  37.0142   28.3808        5.2      -.-  1.2  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 19:32:33  37.0157   28.3785       12.3      -.-  1.5  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 19:30:55  37.8790   26.9858        5.0      -.-  1.3  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 19:05:26  37.8150   27.2083       12.4      -.-  1.1  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 18:56:38  35.2400   26.6898        5.0      -.-  2.3  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.06 18:47:23  40.6568   34.1172       11.6      -.-  2.0  -.-   AYVALICA-BAYAT (CORUM)                            Quick
2022.04.06 17:17:56  36.9585   28.8088        8.0      -.-  1.7  -.-   PINAR-KOYCEGIZ (MUGLA)                            Quick
2022.04.06 16:44:27  36.8102   27.7793       12.1      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 16:35:42  37.0143   28.3637        4.9      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 16:24:34  40.7800   30.8282       13.6      -.-  2.5  -.-   YESILVADI-HENDEK (SAKARYA)                        Quick
2022.04.06 16:07:57  37.8112   27.2042        9.6      -.-  1.2  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 16:02:18  37.8078   27.2023       10.1      -.-  1.3  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.06 15:59:47  37.0145   28.3990        3.1      -.-  1.5  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 15:42:09  37.0218   28.3907       12.9      -.-  1.6  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 14:38:08  36.9902   28.3872        5.0      -.-  1.6  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 13:45:19  37.0017   28.3685        4.3      -.-  1.5  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 13:26:21  40.8305   27.7048        2.7      -.-  2.4  -.-   MARMARA SEA                                       Quick
2022.04.06 13:23:11  37.0312   28.3953        8.7      -.-  1.8  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.04.06 12:28:18  37.0195   28.3858        7.4      -.-  1.9  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 12:13:15  37.0035   28.3683       12.2      -.-  2.2  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 11:06:52  37.1947   33.2157        3.8      -.-  1.9  -.-   KARAMAN (KARAMAN)                                 Quick
2022.04.06 10:20:46  39.2410   29.6842       30.0      -.-  1.6  -.-   HACIKEBIR-CAVDARHISAR (KUTAHYA)                   Quick
2022.04.06 09:44:24  41.6550   41.8075       15.2      -.-  2.1  -.-   TURKIYE-GURCISTAN SINIR BOLGESI                   Quick
2022.04.06 09:16:27  36.8178   28.8115       23.0      -.-  1.4  -.-   ORTACA (MUGLA)                                    Quick
2022.04.06 08:59:01  37.1525   37.2718        0.0      -.-  1.6  -.-   SAMMEZREASI-SEHITKAMIL (GAZIANTEP)                Quick
2022.04.06 08:53:33  39.3660   39.2028        5.0      -.-  3.2  3.3   PASADUZU-OVACIK (TUNCELI)                         Quick
2022.04.06 08:34:02  37.9172   42.0695        7.9      -.-  2.4  -.-   MEYDANDERE-(SIIRT)                                Quick
